timestamp,device_id,tower_id,latitude,longitude
2023-01-01 00:00:00,10102,TWR_112,21.36350297118406,96.1179542051722
2023-01-01 00:01:00,10435,TWR_118,35.767857660247905,90.47885187747232
2023-01-01 00:02:00,10348,TWR_128,30.299848545285126,95.24546930536148
2023-01-01 00:03:00,10270,TWR_102,26.966462104925917,93.94999316240182
2023-01-01 00:04:00,10106,TWR_125,15.900466011060914,85.33909938552146
2023-01-01 00:05:00,10071,TWR_139,15.899863008405067,94.73435281567039
2023-01-01 00:06:00,10188,TWR_111,13.452090304204987,70.56628255950567
2023-01-01 00:07:00,10020,TWR_101,33.654403644373375,73.6835030101552
2023-01-01 00:08:00,10102,TWR_110,27.02787529358022,69.31159137840561
2023-01-01 00:09:00,10121,TWR_143,29.70181444490114,77.43457959213467
2023-01-01 00:10:00,10466,TWR_127,12.51461235739506,79.27164140099498
2023-01-01 00:11:00,10214,TWR_117,36.247746304049855,75.86912192144298
2023-01-01 00:12:00,10330,TWR_112,21.36350297118406,96.1179542051722
2023-01-01 00:13:00,10458,TWR_136,32.81106602001054,92.03338776540595
2023-01-01 00:14:00,10087,TWR_121,17.308477766956905,78.34584647411408
2023-01-01 00:15:00,10372,TWR_111,13.452090304204987,70.56628255950567
2023-01-01 00:16:00,10099,TWR_101,33.654403644373375,73.6835030101552
2023-01-01 00:17:00,10359,TWR_136,32.81106602001054,92.03338776540595
2023-01-01 00:18:00,10151,TWR_106,16.545624180177516,76.14710078093404
2023-01-01 00:19:00,10130,TWR_125,15.900466011060914,85.33909938552146
2023-01-01 00:20:00,10149,TWR_125,15.900466011060914,85.33909938552146
2023-01-01 00:21:00,10308,TWR_123,16.585112746335845,83.73818641158921
2023-01-01 00:22:00,10257,TWR_111,13.452090304204987,70.56628255950567
2023-01-01 00:23:00,10343,TWR_115,19.60605607398844,72.08680252426812
2023-01-01 00:24:00,10491,TWR_122,25.11891079080595,91.26371244186714
2023-01-01 00:25:00,10413,TWR_139,15.899863008405067,94.73435281567039
2023-01-01 00:26:00,10293,TWR_108,22.798625466052894,70.16196866671335
2023-01-01 00:27:00,10385,TWR_131,19.28072850495105,96.619721161415
2023-01-01 00:28:00,10191,TWR_114,27.296322368059485,90.39509830960307
2023-01-01 00:29:00,10443,TWR_136,32.81106602001054,92.03338776540595
2023-01-01 00:30:00,10276,TWR_112,21.36350297118406,96.1179542051722
2023-01-01 00:31:00,10160,TWR_104,15.487346516301045,73.762754764491
2023-01-01 00:32:00,10459,TWR_110,27.02787529358022,69.31159137840561
2023-01-01 00:33:00,10313,TWR_109,19.303616213380455,68.16014139658446
2023-01-01 00:34:00,10021,TWR_112,21.36350297118406,96.1179542051722
2023-01-01 00:35:00,10252,TWR_140,21.159046082342293,91.6483814251902
2023-01-01 00:36:00,10235,TWR_145,23.4017496054259,88.49886297158089
2023-01-01 00:37:00,10344,TWR_149,31.62939903482534,89.14120787318863
2023-01-01 00:38:00,10048,TWR_114,27.296322368059485,90.39509830960307
2023-01-01 00:39:00,10474,TWR_141,16.991844553958995,90.36684005389243
2023-01-01 00:40:00,10058,TWR_106,16.545624180177516,76.14710078093404
2023-01-01 00:41:00,10169,TWR_139,15.899863008405067,94.73435281567039
2023-01-01 00:42:00,10475,TWR_127,12.51461235739506,79.27164140099498
2023-01-01 00:43:00,10187,TWR_131,19.28072850495105,96.619721161415
2023-01-01 00:44:00,10463,TWR_134,24.85586096034029,70.14729490028861
2023-01-01 00:45:00,10270,TWR_114,27.296322368059485,90.39509830960307
2023-01-01 00:46:00,10189,TWR_147,26.810364221551062,78.3955061277839
2023-01-01 00:47:00,10445,TWR_135,13.161260317999943,71.36020272622876
2023-01-01 00:48:00,10174,TWR_120,27.18862129753596,93.02999935039222
2023-01-01 00:49:00,10445,TWR_105,16.263103092182288,86.07564567799918
2023-01-01 00:50:00,10050,TWR_100,13.626289824631987,77.59604272072683
2023-01-01 00:51:00,10363,TWR_103,35.722138431333335,69.84319215829468
2023-01-01 00:52:00,10054,TWR_110,27.02787529358022,69.31159137840561
2023-01-01 00:53:00,10243,TWR_143,29.70181444490114,77.43457959213467
2023-01-01 00:54:00,10319,TWR_125,15.900466011060914,85.33909938552146
2023-01-01 00:55:00,10130,TWR_136,32.81106602001054,92.03338776540595
2023-01-01 00:56:00,10484,TWR_122,25.11891079080595,91.26371244186714
2023-01-01 00:57:00,10306,TWR_128,30.299848545285126,95.24546930536148
2023-01-01 00:58:00,10134,TWR_120,27.18862129753596,93.02999935039222
2023-01-01 00:59:00,10020,TWR_147,26.810364221551062,78.3955061277839
2023-01-01 01:00:00,10328,TWR_144,36.14080082686398,77.01848732975421
2023-01-01 01:01:00,10166,TWR_144,36.14080082686398,77.01848732975421
2023-01-01 01:02:00,10273,TWR_148,32.20993370291153,77.43031633877567
2023-01-01 01:03:00,10387,TWR_126,19.61534422933427,89.15857917180386
2023-01-01 01:04:00,10088,TWR_138,14.441802850159597,86.48916666930118
2023-01-01 01:05:00,10315,TWR_139,15.899863008405067,94.73435281567039
2023-01-01 01:06:00,10013,TWR_112,21.36350297118406,96.1179542051722
2023-01-01 01:07:00,10241,TWR_122,25.11891079080595,91.26371244186714
2023-01-01 01:08:00,10264,TWR_115,19.60605607398844,72.08680252426812
2023-01-01 01:09:00,10345,TWR_129,29.105825662803923,93.72916953471346
2023-01-01 01:10:00,10052,TWR_103,35.722138431333335,69.84319215829468
2023-01-01 01:11:00,10385,TWR_139,15.899863008405067,94.73435281567039
2023-01-01 01:12:00,10339,TWR_115,19.60605607398844,72.08680252426812
2023-01-01 01:13:00,10091,TWR_130,23.003812343490033,81.69423282969653
2023-01-01 01:14:00,10366,TWR_141,16.991844553958995,90.36684005389243
2023-01-01 01:15:00,10443,TWR_124,15.05095587111947,71.46823313221076
2023-01-01 01:16:00,10454,TWR_143,29.70181444490114,77.43457959213467
2023-01-01 01:17:00,10427,TWR_111,13.452090304204987,70.56628255950567
2023-01-01 01:18:00,10263,TWR_125,15.900466011060914,85.33909938552146
2023-01-01 01:19:00,10430,TWR_136,32.81106602001054,92.03338776540595
2023-01-01 01:20:00,10034,TWR_147,26.810364221551062,78.3955061277839
2023-01-01 01:21:00,10205,TWR_132,24.379422752781757,88.68409882946685
2023-01-01 01:22:00,10080,TWR_127,12.51461235739506,79.27164140099498
2023-01-01 01:23:00,10419,TWR_108,22.798625466052894,70.16196866671335
2023-01-01 01:24:00,10049,TWR_111,13.452090304204987,70.56628255950567
2023-01-01 01:25:00,10359,TWR_104,15.487346516301045,73.762754764491
2023-01-01 01:26:00,10387,TWR_127,12.51461235739506,79.27164140099498
2023-01-01 01:27:00,10001,TWR_134,24.85586096034029,70.14729490028861
2023-01-01 01:28:00,10389,TWR_104,15.487346516301045,73.762754764491
2023-01-01 01:29:00,10053,TWR_133,12.85971302788046,90.06276640989003
2023-01-01 01:30:00,10105,TWR_145,23.4017496054259,88.49886297158089
2023-01-01 01:31:00,10259,TWR_133,12.85971302788046,90.06276640989003
2023-01-01 01:32:00,10309,TWR_112,21.36350297118406,96.1179542051722
2023-01-01 01:33:00,10476,TWR_138,14.441802850159597,86.48916666930118
2023-01-01 01:34:00,10190,TWR_141,16.991844553958995,90.36684005389243
2023-01-01 01:35:00,10401,TWR_144,36.14080082686398,77.01848732975421
2023-01-01 01:36:00,10217,TWR_147,26.810364221551062,78.3955061277839
2023-01-01 01:37:00,10043,TWR_113,34.73301005196955,84.2770387295154
2023-01-01 01:38:00,10161,TWR_110,27.02787529358022,69.31159137840561
2023-01-01 01:39:00,10201,TWR_141,16.991844553958995,90.36684005389243
2023-01-01 01:40:00,10445,TWR_137,18.469499540000424,90.35804821868227
2023-01-01 01:41:00,10483,TWR_103,35.722138431333335,69.84319215829468
2023-01-01 01:42:00,10269,TWR_132,24.379422752781757,88.68409882946685
2023-01-01 01:43:00,10350,TWR_106,16.545624180177516,76.14710078093404
2023-01-01 01:44:00,10303,TWR_140,21.159046082342293,91.6483814251902
2023-01-01 01:45:00,10270,TWR_107,28.56305710884955,82.32007229456732
2023-01-01 01:46:00,10455,TWR_136,32.81106602001054,92.03338776540595
2023-01-01 01:47:00,10461,TWR_109,19.303616213380455,68.16014139658446
2023-01-01 01:48:00,10214,TWR_142,19.792776902235275,83.15925205207783
2023-01-01 01:49:00,10251,TWR_114,27.296322368059485,90.39509830960307
2023-01-01 01:50:00,10189,TWR_137,18.469499540000424,90.35804821868227
2023-01-01 01:51:00,10295,TWR_114,27.296322368059485,90.39509830960307
2023-01-01 01:52:00,10212,TWR_104,15.487346516301045,73.762754764491
2023-01-01 01:53:00,10207,TWR_128,30.299848545285126,95.24546930536148
2023-01-01 01:54:00,10236,TWR_118,35.767857660247905,90.47885187747232
2023-01-01 01:55:00,10337,TWR_109,19.303616213380455,68.16014139658446
2023-01-01 01:56:00,10366,TWR_111,13.452090304204987,70.56628255950567
2023-01-01 01:57:00,10052,TWR_103,35.722138431333335,69.84319215829468
2023-01-01 01:58:00,10279,TWR_130,23.003812343490033,81.69423282969653
2023-01-01 01:59:00,10409,TWR_117,36.247746304049855,75.86912192144298
2023-01-01 02:00:00,10216,TWR_115,19.60605607398844,72.08680252426812
2023-01-01 02:01:00,10251,TWR_139,15.899863008405067,94.73435281567039
2023-01-01 02:02:00,10187,TWR_135,13.161260317999943,71.36020272622876
2023-01-01 02:03:00,10379,TWR_124,15.05095587111947,71.46823313221076
2023-01-01 02:04:00,10492,TWR_122,25.11891079080595,91.26371244186714
2023-01-01 02:05:00,10040,TWR_111,13.452090304204987,70.56628255950567
2023-01-01 02:06:00,10156,TWR_133,12.85971302788046,90.06276640989003
2023-01-01 02:07:00,10014,TWR_135,13.161260317999943,71.36020272622876
2023-01-01 02:08:00,10300,TWR_136,32.81106602001054,92.03338776540595
2023-01-01 02:09:00,10064,TWR_102,26.966462104925917,93.94999316240182
2023-01-01 02:10:00,10344,TWR_108,22.798625466052894,70.16196866671335
2023-01-01 02:11:00,10326,TWR_117,36.247746304049855,75.86912192144298
2023-01-01 02:12:00,10008,TWR_142,19.792776902235275,83.15925205207783
2023-01-01 02:13:00,10343,TWR_134,24.85586096034029,70.14729490028861
2023-01-01 02:14:00,10128,TWR_133,12.85971302788046,90.06276640989003
2023-01-01 02:15:00,10491,TWR_140,21.159046082342293,91.6483814251902
2023-01-01 02:16:00,10135,TWR_113,34.73301005196955,84.2770387295154
2023-01-01 02:17:00,10471,TWR_103,35.722138431333335,69.84319215829468
2023-01-01 02:18:00,10062,TWR_128,30.299848545285126,95.24546930536148
2023-01-01 02:19:00,10138,TWR_140,21.159046082342293,91.6483814251902
2023-01-01 02:20:00,10498,TWR_144,36.14080082686398,77.01848732975421
2023-01-01 02:21:00,10080,TWR_149,31.62939903482534,89.14120787318863
2023-01-01 02:22:00,10391,TWR_114,27.296322368059485,90.39509830960307
2023-01-01 02:23:00,10162,TWR_127,12.51461235739506,79.27164140099498
2023-01-01 02:24:00,10418,TWR_141,16.991844553958995,90.36684005389243
2023-01-01 02:25:00,10288,TWR_115,19.60605607398844,72.08680252426812
2023-01-01 02:26:00,10378,TWR_111,13.452090304204987,70.56628255950567
2023-01-01 02:27:00,10260,TWR_104,15.487346516301045,73.762754764491
2023-01-01 02:28:00,10489,TWR_133,12.85971302788046,90.06276640989003
2023-01-01 02:29:00,10230,TWR_141,16.991844553958995,90.36684005389243
2023-01-01 02:30:00,10040,TWR_100,13.626289824631987,77.59604272072683
2023-01-01 02:31:00,10027,TWR_138,14.441802850159597,86.48916666930118
2023-01-01 02:32:00,10134,TWR_131,19.28072850495105,96.619721161415
2023-01-01 02:33:00,10200,TWR_125,15.900466011060914,85.33909938552146
2023-01-01 02:34:00,10327,TWR_116,25.00170052944527,80.39868953239794
2023-01-01 02:35:00,10267,TWR_147,26.810364221551062,78.3955061277839
2023-01-01 02:36:00,10417,TWR_126,19.61534422933427,89.15857917180386
2023-01-01 02:37:00,10032,TWR_123,16.585112746335845,83.73818641158921
2023-01-01 02:38:00,10047,TWR_134,24.85586096034029,70.14729490028861
2023-01-01 02:39:00,10406,TWR_145,23.4017496054259,88.49886297158089
2023-01-01 02:40:00,10061,TWR_141,16.991844553958995,90.36684005389243
2023-01-01 02:41:00,10215,TWR_138,14.441802850159597,86.48916666930118
2023-01-01 02:42:00,10292,TWR_125,15.900466011060914,85.33909938552146
2023-01-01 02:43:00,10098,TWR_148,32.20993370291153,77.43031633877567
2023-01-01 02:44:00,10171,TWR_137,18.469499540000424,90.35804821868227
2023-01-01 02:45:00,10359,TWR_122,25.11891079080595,91.26371244186714
2023-01-01 02:46:00,10213,TWR_121,17.308477766956905,78.34584647411408
2023-01-01 02:47:00,10474,TWR_103,35.722138431333335,69.84319215829468
2023-01-01 02:48:00,10034,TWR_148,32.20993370291153,77.43031633877567
2023-01-01 02:49:00,10448,TWR_108,22.798625466052894,70.16196866671335
2023-01-01 02:50:00,10226,TWR_103,35.722138431333335,69.84319215829468
2023-01-01 02:51:00,10100,TWR_106,16.545624180177516,76.14710078093404
2023-01-01 02:52:00,10430,TWR_122,25.11891079080595,91.26371244186714
2023-01-01 02:53:00,10461,TWR_101,33.654403644373375,73.6835030101552
2023-01-01 02:54:00,10130,TWR_148,32.20993370291153,77.43031633877567
2023-01-01 02:55:00,10256,TWR_123,16.585112746335845,83.73818641158921
2023-01-01 02:56:00,10004,TWR_139,15.899863008405067,94.73435281567039
2023-01-01 02:57:00,10217,TWR_130,23.003812343490033,81.69423282969653
2023-01-01 02:58:00,10254,TWR_146,25.66775698358199,68.73715467557876
2023-01-01 02:59:00,10397,TWR_130,23.003812343490033,81.69423282969653
2023-01-01 03:00:00,10358,TWR_146,25.66775698358199,68.73715467557876
2023-01-01 03:01:00,10282,TWR_139,15.899863008405067,94.73435281567039
2023-01-01 03:02:00,10392,TWR_147,26.810364221551062,78.3955061277839
2023-01-01 03:03:00,10206,TWR_142,19.792776902235275,83.15925205207783
2023-01-01 03:04:00,10014,TWR_133,12.85971302788046,90.06276640989003
2023-01-01 03:05:00,10345,TWR_123,16.585112746335845,83.73818641158921
2023-01-01 03:06:00,10041,TWR_148,32.20993370291153,77.43031633877567
2023-01-01 03:07:00,10379,TWR_125,15.900466011060914,85.33909938552146
2023-01-01 03:08:00,10460,TWR_115,19.60605607398844,72.08680252426812
2023-01-01 03:09:00,10178,TWR_146,25.66775698358199,68.73715467557876
2023-01-01 03:10:00,10062,TWR_112,21.36350297118406,96.1179542051722
2023-01-01 03:11:00,10351,TWR_114,27.296322368059485,90.39509830960307
2023-01-01 03:12:00,10230,TWR_126,19.61534422933427,89.15857917180386
2023-01-01 03:13:00,10240,TWR_103,35.722138431333335,69.84319215829468
2023-01-01 03:14:00,10051,TWR_115,19.60605607398844,72.08680252426812
2023-01-01 03:15:00,10095,TWR_129,29.105825662803923,93.72916953471346
2023-01-01 03:16:00,10387,TWR_143,29.70181444490114,77.43457959213467
2023-01-01 03:17:00,10221,TWR_129,29.105825662803923,93.72916953471346
2023-01-01 03:18:00,10484,TWR_135,13.161260317999943,71.36020272622876
2023-01-01 03:19:00,10406,TWR_102,26.966462104925917,93.94999316240182
2023-01-01 03:20:00,10230,TWR_121,17.308477766956905,78.34584647411408
2023-01-01 03:21:00,10236,TWR_148,32.20993370291153,77.43031633877567
2023-01-01 03:22:00,10142,TWR_121,17.308477766956905,78.34584647411408
2023-01-01 03:23:00,10170,TWR_149,31.62939903482534,89.14120787318863
2023-01-01 03:24:00,10028,TWR_149,31.62939903482534,89.14120787318863
2023-01-01 03:25:00,10035,TWR_148,32.20993370291153,77.43031633877567
2023-01-01 03:26:00,10012,TWR_111,13.452090304204987,70.56628255950567
2023-01-01 03:27:00,10159,TWR_120,27.18862129753596,93.02999935039222
2023-01-01 03:28:00,10326,TWR_103,35.722138431333335,69.84319215829468
2023-01-01 03:29:00,10186,TWR_130,23.003812343490033,81.69423282969653
2023-01-01 03:30:00,10242,TWR_143,29.70181444490114,77.43457959213467
2023-01-01 03:31:00,10085,TWR_130,23.003812343490033,81.69423282969653
